timesteps,goals,ball_touches,avg_ball_speed,avg_car_speed,avg_boost,steps
96829345,241,12131,583.8,794.2,31.8,50013
96879368,247,11544,542.9,783.4,31.1,50023
96929396,243,11963,564.3,815.0,30.8,50028
96979412,295,13330,594.7,813.6,34.2,50016
97029438,273,12701,568.4,807.2,32.7,50026
97079457,240,11343,529.3,769.4,31.4,50019
97129480,258,13126,581.0,790.2,33.1,50023
97179508,267,12504,587.5,800.3,34.0,50028
97229536,247,12115,585.7,814.1,30.6,50028
97279561,262,12064,561.5,803.0,33.0,50025
97329580,242,11658,553.8,788.3,31.4,50019
97379608,273,12575,579.8,794.3,33.2,50028
97429635,249,12402,568.6,801.4,32.7,50027
97479638,268,12603,568.9,803.2,32.8,50003
97529640,252,12042,552.7,791.8,31.8,50002
97579650,237,12090,560.1,787.6,31.7,50010
97629678,264,12611,553.2,799.4,32.0,50028
97679679,250,12517,592.6,794.6,32.9,50001
97729699,269,12983,575.1,797.2,34.1,50020
97779716,235,11515,553.2,765.4,30.7,50017
97829737,236,12479,610.9,811.6,32.1,50021
97879742,244,12206,579.2,802.5,31.3,50005
97929744,240,12192,564.6,786.6,32.8,50002
97979762,228,11719,556.0,783.6,32.1,50018
98029777,243,12380,605.5,832.8,32.8,50015
98079788,251,12750,602.2,809.0,31.7,50011
98129803,267,12711,562.4,814.7,33.3,50015
98179811,238,12544,580.2,800.5,30.9,50008
98229840,251,12892,596.2,817.7,34.5,50029
98279849,243,11934,559.5,790.1,34.5,50009
98329850,248,12065,559.9,780.4,32.4,50001
98379875,237,12401,570.2,801.7,32.2,50025
98429893,225,11707,551.9,778.3,33.4,50018
98479900,254,12449,563.4,791.5,33.7,50007
98529921,265,13311,597.8,819.1,33.2,50021
98579925,255,13065,565.4,798.9,34.3,50004
98629945,254,12831,552.2,801.1,33.2,50020
98679945,254,13216,586.7,798.5,33.8,50000
98729951,272,13459,581.4,809.9,34.9,50006
98779967,250,13039,588.0,824.2,35.4,50016
98829980,242,12749,571.0,796.1,33.2,50013
98879992,245,12512,536.4,789.2,33.6,50012
98930011,241,12900,583.7,785.9,33.4,50019
98980018,268,13657,596.9,820.2,36.1,50007
99030038,231,12497,576.5,805.9,33.1,50020
99080038,222,11926,557.2,783.0,31.2,50000
99130068,242,13285,599.8,802.3,34.1,50030
99180087,199,11717,555.9,783.2,31.6,50019
99230094,244,13286,604.1,812.3,33.9,50007
99280095,235,12349,562.5,784.0,33.3,50001
99330107,271,14145,598.2,832.8,35.4,50012
99380122,233,11843,534.0,777.5,33.3,50015
99430138,242,13129,569.5,801.8,35.0,50016
99480161,257,13137,590.5,813.4,35.0,50023
99530181,265,13931,630.3,842.6,35.9,50020
99580200,252,13366,586.1,792.2,35.2,50019
99630207,213,12255,566.0,770.9,32.4,50007
99680210,221,12572,572.6,780.9,33.4,50003
99730217,210,11932,574.7,795.6,32.4,50007
99780224,196,11835,553.4,784.8,30.9,50007
99830246,215,11857,552.6,782.0,32.1,50022
99880277,227,12882,563.9,811.6,33.4,50031
99930296,230,12932,586.8,804.3,32.8,50019
99980303,196,12047,578.3,785.0,32.4,50007
100030304,252,13950,609.4,818.3,36.6,50001
100080321,223,12276,563.9,798.5,33.7,50017
100130347,231,12963,593.3,819.3,34.9,50026
100180375,210,12447,579.5,753.8,33.4,50028
100230405,245,13445,581.6,802.2,35.4,50030
100280411,239,13571,598.1,804.7,35.8,50006
100330420,236,13667,603.1,808.5,35.1,50009
100380449,240,13787,571.4,788.7,36.7,50029
100430454,235,13593,586.5,786.3,34.9,50005
100480456,251,13631,610.1,818.3,34.4,50002
100530478,225,13517,602.7,797.7,34.3,50022
100580499,249,14264,648.3,814.7,37.4,50021
100630510,205,12938,608.8,791.4,34.1,50011
100680532,205,12147,559.2,768.7,32.5,50022
100730532,206,13040,593.5,800.0,34.0,50000
100780553,223,12998,554.2,789.8,34.9,50021
100830564,225,13162,581.6,805.5,32.9,50011
100880573,227,13422,605.8,824.8,34.8,50009
100930582,209,11854,545.4,776.8,34.3,50009
100980609,233,13628,596.8,802.7,35.8,50027
101030623,199,12528,573.5,765.4,33.4,50014
101080632,236,13137,573.8,805.2,35.4,50009
101130659,221,12413,568.3,786.4,33.7,50027
101180671,221,12577,569.2,798.3,34.0,50012
101230685,241,13423,588.6,802.9,36.4,50014
101280687,211,13377,602.2,802.3,34.2,50002
101330701,217,13003,578.4,805.5,34.1,50014
101380715,213,12866,569.3,799.2,34.1,50014
101430743,209,12384,535.3,778.1,32.2,50028
101480770,217,12682,565.8,789.8,35.0,50027
101530795,229,14175,619.1,799.6,36.0,50025
101580806,207,12800,596.7,793.5,34.2,50011
101630830,199,12434,555.1,778.7,34.6,50024
101680861,190,12593,579.4,803.0,33.8,50031
101730883,221,13536,588.8,788.2,37.3,50022
101780893,209,12985,582.8,792.6,34.1,50010
101830910,210,12573,582.8,786.9,34.5,50017
101880921,199,11653,559.4,785.2,32.9,50011
101930934,200,12767,594.2,795.6,33.7,50013
101980949,227,13546,573.4,787.4,35.9,50015
102030967,228,13927,607.5,791.6,38.3,50018
102080971,192,12256,574.2,793.7,34.1,50004
102130981,234,13837,597.4,801.0,36.9,50010
102180993,245,14059,580.8,787.8,36.3,50012
102230999,216,13591,592.6,812.4,35.9,50006
102281018,201,12578,560.8,792.2,33.4,50019
102331031,194,12904,591.4,790.7,34.1,50013
102381044,207,13034,583.5,778.7,33.9,50013
102431068,205,13298,592.0,795.9,33.2,50024
102481092,192,12894,585.6,795.4,32.8,50024
102531108,198,12356,566.6,786.4,32.7,50016
102581137,201,12992,553.8,777.8,35.8,50029
102631142,222,14183,593.7,797.4,36.0,50005
102681168,221,14045,608.3,798.4,36.0,50026
102731188,219,13093,559.8,788.2,34.1,50020
102781209,194,12934,567.1,789.7,33.4,50021
102831231,167,12047,570.9,776.1,33.5,50022
102881246,195,13100,601.5,799.2,34.9,50015
102931250,215,13709,594.5,793.8,36.1,50004
102981267,190,12768,590.8,772.4,32.5,50017
103031293,187,13008,548.9,768.1,34.6,50026
103081294,194,13482,600.5,799.2,35.0,50001
103131294,191,13518,595.1,802.1,34.2,50000
103181313,199,13386,581.2,778.7,36.0,50019
103231323,204,13551,585.8,793.2,36.1,50010
103281344,205,14257,592.0,772.8,36.8,50021
103331357,167,12305,567.8,763.9,35.0,50013
103381363,171,12718,574.2,794.7,33.6,50006
103431370,210,14013,595.6,773.5,38.8,50007
103481372,205,13829,595.3,795.2,36.9,50002
103531375,187,13369,595.8,792.3,35.3,50003
103581406,183,13526,605.6,790.2,35.7,50031
103631409,211,13775,578.8,787.3,33.7,50003
103681415,188,13731,598.9,778.4,36.4,50006
103731438,232,14234,557.8,787.8,38.5,50023
103781449,209,13396,576.8,779.6,36.3,50011
103831478,197,13273,558.5,768.5,36.5,50029
103881491,213,13973,569.7,782.6,37.2,50013
103931495,190,14297,616.7,807.1,35.0,50004
103981524,181,12776,551.0,755.8,35.7,50029
104031542,196,13335,570.5,777.5,36.8,50018
104081558,183,12863,586.4,793.5,33.8,50016
104131588,194,13543,587.3,786.7,36.7,50030
104181608,197,13487,574.9,790.0,36.4,50020
104231608,176,12949,574.0,781.8,34.7,50000
104281612,143,12088,580.6,781.4,31.2,50004
104331625,203,14517,612.0,791.3,37.7,50013
104381654,170,13189,591.1,776.9,34.0,50029
104431680,187,12818,558.5,763.4,35.6,50026
104481710,211,13783,591.2,789.4,36.5,50030
104531717,183,12970,564.6,776.7,34.6,50007
104581720,189,13292,562.2,768.3,35.8,50003
104631745,178,13609,613.5,790.3,35.9,50025
104681768,191,13815,581.6,760.7,37.0,50023
104731791,177,12339,531.9,730.4,34.1,50023
104781792,141,12181,567.3,764.9,34.6,50001
104831793,179,13381,583.5,786.3,37.2,50001
104881804,163,12576,566.0,778.2,34.7,50011
104931830,170,13385,599.1,793.8,35.2,50026
104981835,171,12368,530.4,755.8,33.9,50005
105031851,168,13594,601.8,776.1,35.8,50016
105081865,159,12949,597.7,776.2,33.9,50014
105131880,174,13106,574.6,775.0,35.8,50015
105181880,179,13151,568.7,756.9,35.5,50000
105231889,177,14281,629.7,812.1,35.1,50009
105281905,195,13304,538.5,748.2,35.1,50016
105331919,175,13357,558.4,759.8,36.1,50014
105381943,170,12932,554.8,760.2,34.8,50024
105431972,186,13660,577.3,785.2,37.2,50029
105482002,163,12459,550.9,753.0,35.9,50030
105532012,176,12937,562.7,771.9,36.4,50010
105582018,185,13995,570.4,776.3,36.8,50006
105632028,192,14503,582.0,777.9,37.2,50010
105682042,186,13799,549.1,766.3,35.7,50014
105732048,179,13114,552.0,764.7,35.1,50006
105782048,160,12999,564.1,759.4,34.1,50000
105832049,187,13792,565.1,792.0,37.6,50001
105882050,163,12557,550.6,774.5,33.8,50001
105932062,193,14336,577.4,787.7,37.7,50012
105982088,186,13493,567.3,780.4,35.4,50026
106032096,198,14331,583.8,782.3,38.4,50008
106082112,206,14751,585.6,788.4,38.0,50016
106132124,173,12956,571.9,774.7,35.3,50012
106182150,190,13763,585.2,801.4,34.6,50026
106232172,170,13539,574.4,783.6,34.9,50022
106282195,194,13647,560.1,791.1,36.6,50023
106332214,202,14370,600.2,803.8,36.1,50019
106382226,186,13451,545.3,767.7,35.9,50012
106432253,189,13913,565.8,787.3,35.9,50027
106482281,187,14622,579.8,790.3,36.8,50028
106532300,187,13553,577.4,776.2,35.6,50019
106582311,187,13871,560.6,775.3,36.7,50011
106632340,216,15056,583.2,800.6,38.0,50029
106682368,177,13249,552.3,780.3,35.8,50028
106732396,196,14113,583.4,808.7,35.9,50028
106782422,193,13528,592.8,810.8,36.1,50026
106832452,185,13420,578.7,801.5,35.4,50030
106882481,175,13596,589.1,799.6,35.8,50029
106932489,174,13784,572.3,782.8,36.7,50008
106982492,161,12941,560.6,778.1,35.2,50003
107032498,218,14157,585.8,822.1,36.6,50006
107082520,175,13332,560.0,787.2,36.9,50022
107132535,168,13443,577.8,787.0,35.1,50015
107182539,187,13799,566.7,782.7,35.9,50004
107232559,186,14056,580.4,797.2,36.2,50020
107282561,188,12886,533.0,780.0,36.0,50002
107332587,208,14608,587.8,776.2,37.8,50026
107382591,181,13496,579.6,788.7,36.4,50004
107432595,213,14604,583.3,798.3,36.2,50004
107482621,189,13761,573.0,809.7,36.1,50026
107532631,199,14156,549.8,785.0,36.6,50010
107582634,195,13850,588.5,807.7,34.5,50003
107632657,180,13822,576.7,790.8,37.6,50023
107682679,190,14271,614.5,820.0,37.3,50022
107732699,201,13839,563.2,809.6,37.8,50020
107782706,196,13844,568.6,791.7,37.2,50007
107832722,185,14180,598.7,800.6,35.6,50016
107882753,180,14405,613.8,819.1,37.2,50031
107932771,177,13529,568.3,787.1,36.1,50018
107982785,180,14265,585.1,783.7,35.5,50014
108032808,178,14095,612.7,802.5,36.1,50023
108082817,181,13713,571.4,772.1,36.7,50009
108132848,186,13526,537.6,754.3,37.1,50031
108182848,188,14012,579.4,784.5,37.1,50000
108232859,203,14860,595.6,797.0,40.1,50011
108282873,187,13916,550.4,789.0,37.4,50014
108332898,182,14893,554.4,762.3,38.4,50025
108382918,179,14478,573.2,778.5,38.1,50020
108432933,156,13902,573.2,772.1,36.8,50015
108482957,201,14784,572.9,768.2,38.6,50024
108532975,192,14240,538.2,761.3,36.7,50018
108582975,191,14517,581.4,770.1,37.2,50000
108632991,197,14890,573.8,790.8,36.4,50016
108683007,186,15062,585.0,767.8,38.0,50016
108733015,170,14290,574.5,791.6,35.9,50008
108783045,178,14201,585.1,789.0,37.4,50030
108833066,201,15243,599.2,795.5,38.1,50021
108883072,179,14238,572.9,794.9,36.2,50006
108933075,184,13930,559.4,786.9,35.8,50003
108983091,184,13521,530.8,766.9,37.2,50016
109033098,192,14508,568.8,780.3,37.7,50007
109083116,176,13667,557.4,774.8,36.4,50018
109133139,199,14301,553.0,789.0,36.8,50023
109183162,176,14258,548.3,756.8,37.9,50023
109233172,182,14969,594.3,792.3,38.7,50010
109283196,160,13372,554.5,776.4,36.5,50024
109333211,168,13869,567.8,770.9,36.6,50015
109383230,149,13320,557.8,782.0,35.3,50019
109433231,177,14363,591.5,782.6,37.7,50001
109483236,159,13900,569.5,774.1,36.9,50005
109533264,183,15210,580.4,781.8,37.8,50028
109583288,182,15324,607.5,796.4,38.2,50024
109633306,167,14529,571.4,788.0,36.5,50018
109683306,194,14699,563.9,785.2,39.0,50000
109733323,146,13739,577.7,799.1,36.0,50017
109783326,160,13864,561.1,751.9,36.2,50003
109833353,168,14392,576.0,767.6,35.7,50027
109883359,169,14664,603.2,795.3,37.3,50006
109933369,181,14471,565.5,773.7,38.7,50010
109983372,188,14908,590.5,795.8,37.6,50003
110033374,175,14342,594.2,790.5,36.8,50002
110083383,178,14241,570.7,780.1,35.9,50009
110133391,178,14727,597.2,773.1,37.6,50008
110183406,189,14902,565.6,776.3,39.0,50015
110233424,185,15463,562.2,796.7,39.5,50018
110283443,172,14186,559.8,777.0,37.4,50019
110333465,172,14988,610.9,788.3,38.4,50022
110383488,165,14121,584.9,787.0,37.1,50023
110433503,153,14281,601.4,774.0,37.2,50015
110483528,177,14426,562.1,765.3,37.3,50025
110533528,148,13825,560.7,762.7,34.5,50000
110583541,196,15377,555.0,782.3,38.9,50013
110633546,183,15395,581.5,783.6,39.2,50005
110683553,183,15706,563.8,777.5,39.6,50007
110733565,192,15175,544.9,753.9,40.8,50012
110783591,163,14726,578.2,749.2,38.3,50026
110833611,184,15120,567.3,757.4,39.8,50020
110883624,167,14801,547.0,757.1,39.5,50013
110933624,159,14379,546.1,754.4,36.5,50000
110983634,180,15466,576.9,756.2,39.3,50010
111033662,184,15480,566.8,789.6,39.2,50028
111083685,169,15335,575.6,766.9,41.0,50023
111133702,177,14890,533.4,740.4,38.9,50017
111183727,158,14146,544.2,755.2,36.3,50025
111233727,162,14882,552.0,747.4,40.1,50000
111283753,185,16116,582.6,768.5,40.7,50026
111333758,176,14092,530.6,769.1,36.7,50005
111383773,201,16174,574.7,778.8,39.5,50015
111433793,167,15385,572.6,765.4,40.0,50020
111483802,179,15139,529.6,754.5,39.4,50009
111533805,174,14559,535.6,757.4,38.3,50003
111583822,170,15347,561.1,749.5,41.2,50017
111633827,183,15982,567.1,758.6,41.5,50005
111683850,132,14271,559.7,772.7,38.7,50023
111733855,198,15822,548.3,744.2,41.0,50005
111783858,183,15819,534.7,742.9,41.6,50003
111833860,157,14667,541.9,741.0,39.9,50002
111883886,156,15473,563.8,773.5,40.1,50026
111933902,183,15772,561.1,773.6,40.2,50016
111983902,180,16267,584.8,781.5,42.0,50000
112033913,150,14674,532.4,752.7,39.0,50011
112083918,159,14838,523.3,740.3,38.6,50005
112133933,170,16197,572.9,760.1,42.0,50015
112183936,201,16581,565.3,779.4,42.4,50003
112233951,170,15454,544.4,739.0,40.5,50015
112283968,197,16145,557.7,759.3,41.7,50017
112333985,169,15566,534.8,775.9,41.1,50017
112383988,185,16237,558.3,751.1,41.7,50003
112434009,180,16319,575.1,759.3,41.0,50021
112484035,188,16163,547.2,744.2,41.8,50026
112534046,198,16935,560.6,754.6,42.0,50011
112584054,172,15651,528.5,740.0,40.0,50008
112634082,194,15754,560.4,759.2,41.1,50028
112684088,178,15524,553.4,769.8,40.8,50006
112734090,148,14288,529.8,753.1,37.5,50002
112784101,161,14342,526.7,744.1,37.4,50011
112834101,169,15632,557.2,757.7,40.5,50000
112884105,163,15004,543.5,757.1,38.3,50004
112934129,165,14860,524.6,739.5,38.5,50024
112984151,179,15663,555.4,758.0,41.1,50022
113034155,187,16136,544.9,744.4,41.1,50004
113084171,163,15698,556.5,756.1,40.1,50016
113134190,157,15127,536.6,736.1,40.3,50019
113184208,184,16045,539.9,731.5,41.5,50018
113234237,164,15446,546.6,739.8,40.5,50029
113284256,185,15742,536.0,751.9,40.9,50019
113334258,149,14995,521.4,726.0,39.9,50002
113384270,164,15423,542.7,756.8,39.6,50012
113434283,186,16347,572.1,758.5,41.6,50013
113484294,188,16227,543.8,736.5,41.5,50011
113534297,182,16504,549.6,737.6,41.4,50003
113584308,182,17031,564.7,757.3,41.0,50011
113634315,199,15673,500.8,727.6,41.0,50007
113684333,173,16190,528.5,749.0,40.8,50018
113734363,184,15852,524.7,736.9,40.1,50030
113784385,179,16671,571.0,757.9,41.5,50022
113834395,172,15811,542.8,746.1,41.9,50010
113884407,157,15790,544.7,749.7,40.2,50012
113934415,172,15989,553.6,753.8,39.6,50008
113984420,168,16609,602.8,783.4,39.3,50005
114034425,156,15395,556.9,749.3,39.7,50005
114084450,157,15513,547.1,738.6,39.7,50025
114134456,147,15624,572.5,761.9,39.7,50006
114184478,186,17134,583.5,787.2,40.9,50022
114234493,148,16034,579.3,783.7,41.2,50015
114284511,151,15388,545.9,738.3,40.3,50018
114334525,170,16177,535.0,735.1,40.5,50014
114384539,173,16029,548.2,770.4,39.7,50014
114434557,175,16042,552.9,757.5,41.7,50018
114484578,167,16143,554.0,752.7,38.3,50021
114534584,160,15281,515.8,726.7,39.1,50006
114584593,198,17629,567.2,767.0,42.7,50009
114634594,173,16127,547.0,768.3,41.0,50001
114684606,176,16643,552.9,763.0,41.6,50012
114734626,186,16650,557.2,756.0,41.4,50020
114784636,147,15288,535.0,731.8,37.6,50010
114834654,160,15981,562.3,756.0,39.7,50018
114884666,155,16596,579.2,760.4,39.5,50012
114934696,156,16055,570.5,779.7,40.3,50030
114984708,151,15887,574.7,763.2,39.9,50012
115034723,150,15953,590.5,773.8,38.6,50015
115084737,167,16329,552.3,737.8,40.8,50014
115134745,138,15393,542.6,743.9,37.2,50008
115184760,154,15526,563.0,771.5,38.0,50015
115234768,172,16368,584.9,765.0,41.2,50008
115284771,148,16237,579.5,761.7,37.6,50003
115334777,167,16733,573.4,776.3,39.8,50006
115384792,161,16596,564.6,767.4,40.8,50015
115434806,161,15961,573.5,759.0,37.3,50014
115484833,163,15421,560.8,765.7,39.7,50027
115534836,155,16141,565.0,762.3,39.1,50003
115584855,174,17228,591.6,778.7,41.6,50019
115634884,178,17293,587.3,770.9,41.2,50029
115684901,179,16687,553.3,746.3,40.7,50017
115734907,166,16472,568.3,759.9,39.7,50006
115784915,178,17384,577.7,751.3,42.9,50008
115834935,164,16551,560.6,750.1,40.6,50020
115884963,170,16418,574.7,768.4,40.6,50028
115934967,165,16513,566.8,769.4,39.5,50004
115984972,186,17174,556.3,767.9,40.0,50005
116034999,160,15700,559.8,761.2,37.6,50027
116085020,169,16429,577.1,788.0,41.0,50021
116135026,162,17281,583.4,781.6,40.0,50006
116185055,163,16297,549.5,740.5,40.5,50029
116235082,150,16247,573.6,758.1,39.4,50027
116285087,168,16962,560.9,762.7,40.7,50005
116335092,160,16753,559.0,755.6,39.9,50005
116385096,187,17964,585.3,781.6,42.5,50004
116435127,156,16881,571.9,747.5,38.9,50031
116485144,160,16982,571.1,755.8,41.5,50017
116535144,155,16199,572.6,757.1,40.3,50000
116585174,183,18100,589.1,777.3,42.2,50030
116635187,160,16789,581.7,768.9,41.7,50013
116685204,173,18004,598.2,772.0,42.2,50017
116735215,168,17100,558.2,767.7,40.2,50011
116785216,166,16750,561.5,754.0,41.9,50001
116835217,167,16659,561.4,735.8,42.1,50001
116885233,162,17076,582.7,759.9,41.1,50016
116935254,157,16463,559.5,765.8,39.5,50021
116985263,141,15215,520.0,725.1,39.1,50009
117035278,147,16341,564.5,765.5,39.2,50015
117085283,166,16707,566.4,761.9,40.9,50005
117135288,157,15721,531.7,741.8,40.3,50005
117185299,147,15667,545.1,760.9,38.3,50011
117235299,175,16806,562.7,760.9,42.2,50000
117285314,155,16716,561.1,754.3,41.3,50015
117335317,161,16483,558.4,755.4,39.7,50003
117385326,138,16230,572.4,750.9,40.1,50009
117435346,149,17100,578.7,760.7,41.6,50020
117485358,146,16810,578.9,771.5,42.0,50012
117535366,152,15711,559.7,779.3,39.6,50008
117585385,139,16293,579.1,761.9,39.3,50019
117635389,126,15690,576.9,772.2,37.2,50004
117685409,148,17088,595.2,777.1,41.0,50020
117735421,153,16212,580.7,777.7,39.3,50012
117785430,139,16225,593.4,772.1,40.3,50009
117835439,143,15907,580.1,774.4,37.4,50009
117885465,160,16015,602.7,791.9,39.2,50026
117935474,146,16144,592.0,782.6,39.7,50009
117985490,116,14963,575.4,768.1,37.2,50016
118035507,156,16100,584.9,787.0,37.7,50017
118085528,167,16295,564.2,758.5,38.4,50021
118135551,150,16315,586.8,781.0,38.5,50023
118185573,150,16149,598.3,789.1,36.5,50022
118235596,135,16219,575.9,763.3,37.8,50023
118285609,148,15891,556.8,776.8,37.7,50013
118335637,144,16177,574.5,769.1,39.1,50028
118385653,154,16782,574.4,778.6,38.6,50016
118435677,156,17224,597.8,780.4,41.1,50024
118485694,121,15445,580.4,767.1,37.5,50017
118535719,160,16465,582.3,761.9,39.5,50025
118585728,132,15854,606.1,794.8,37.5,50009
118635737,147,16210,602.5,794.4,37.8,50009
118685758,171,17024,582.4,780.7,41.0,50021
118735783,136,15157,553.0,759.4,34.3,50025
118785797,128,16215,619.0,778.3,37.8,50014
118835811,159,16603,618.3,780.9,39.5,50014
118885829,145,16515,610.8,784.4,38.0,50018
118935845,158,16976,605.4,785.6,38.6,50016
118985854,162,17063,579.1,782.7,40.4,50009
119035857,129,15907,580.7,777.0,37.6,50003
119085867,129,16006,566.5,749.8,37.5,50010
119135882,149,15593,574.0,764.5,39.8,50015
119185910,145,16038,560.0,755.8,37.6,50028
119235928,161,17445,570.7,764.1,42.0,50018
119285957,137,16123,591.1,776.8,38.5,50029
119335977,140,15502,541.1,744.3,38.7,50020
119386008,160,17190,578.9,765.0,39.9,50031
119436023,153,16549,559.2,764.4,40.4,50015
119486052,154,17098,572.0,755.4,40.7,50029
119536056,136,15998,558.4,761.1,38.7,50004
119586062,165,17071,569.5,780.0,38.0,50006
119636072,160,18379,602.9,788.6,42.7,50010
119686079,146,16596,549.6,772.8,38.8,50007
119736084,143,16575,554.8,758.3,40.6,50005
119786095,152,18136,612.6,790.3,42.1,50011
119836125,164,17678,593.9,769.6,41.4,50030
119886136,157,17676,599.3,783.2,40.7,50011
119936167,154,16947,582.5,788.3,38.6,50031
119986167,162,17571,604.4,792.1,40.5,50000
120036186,160,17966,621.7,796.2,39.7,50019
120086201,143,16798,592.8,786.0,40.6,50015
120136211,151,16383,575.1,794.1,38.8,50010
120186238,170,17338,559.7,782.2,41.0,50027
120236261,152,16677,589.6,783.1,37.8,50023
120286291,155,17767,597.8,780.3,41.9,50030
120336319,156,16902,586.1,771.2,40.6,50028
120386338,150,17347,585.3,789.1,37.9,50019
120436349,160,17275,585.9,767.9,39.3,50011
120486362,181,17820,606.4,784.1,41.6,50013
120536378,155,17412,595.5,774.0,40.9,50016
120586402,155,17774,605.1,795.8,40.1,50024
120636418,171,18078,599.7,784.7,40.5,50016
120686433,163,16723,554.0,784.0,37.3,50015
120736440,146,16399,570.8,777.7,39.3,50007
120786447,165,17424,587.7,781.1,41.4,50007
120836447,140,17224,594.8,784.6,37.9,50000
120886459,152,17079,570.4,774.9,38.7,50012
120936484,165,17673,618.1,794.4,40.7,50025
120986507,140,18152,638.4,811.0,38.9,50023
121036525,147,17101,562.5,774.1,39.5,50018
121086529,150,17329,586.7,782.7,38.8,50004
121136543,163,17491,596.8,786.3,39.4,50014
121186544,144,16706,589.9,784.5,38.4,50001
121236565,144,17215,590.3,786.5,40.2,50021
121286571,171,17172,607.3,807.8,40.2,50006
121336589,151,16283,571.2,783.6,37.9,50018
121386594,135,16323,562.5,756.6,37.9,50005
121436603,176,17729,601.8,786.6,37.9,50009
121486623,132,16289,582.5,768.9,36.9,50020
121536654,144,16257,575.6,778.0,37.7,50031
121586675,149,16922,577.0,780.2,37.2,50021
121636677,151,16088,567.1,772.6,38.1,50002
121686688,165,17482,597.1,790.6,40.9,50011
121736699,188,18276,609.5,796.5,40.7,50011
121786704,146,16602,599.3,776.6,37.6,50005
121836727,136,16407,604.6,805.8,37.4,50023
121886732,149,17311,592.1,791.4,39.7,50005
121936735,145,16298,591.3,791.3,37.8,50003
121986764,134,16439,606.1,789.7,37.5,50029
122036788,148,16885,603.7,805.9,39.0,50024
122086808,117,16380,601.3,808.5,37.8,50020
122136832,143,16411,592.7,787.8,36.7,50024
122186857,154,16749,611.0,800.8,39.0,50025
122236876,133,16383,584.0,776.8,37.0,50019
122286899,127,16586,602.8,791.4,37.4,50023
122336904,135,16442,571.9,784.1,37.3,50005
122386927,146,16611,566.1,773.4,38.8,50023
122436939,148,17584,589.8,773.5,40.1,50012
122486946,162,17595,582.0,783.3,40.2,50007
122536969,147,18042,594.1,793.2,38.9,50023
122586985,154,17633,607.6,799.0,40.1,50016
122636992,139,16631,590.0,781.9,37.9,50007
122686999,139,16510,562.8,766.2,37.4,50007
122737004,152,17246,598.6,801.4,38.0,50005
122787021,143,16916,581.2,773.8,39.4,50017
122837045,135,17740,605.7,788.3,39.1,50024
122887076,146,17419,597.2,786.0,39.1,50031
122937097,125,15974,558.7,769.0,38.1,50021
122987103,122,16874,626.5,804.5,36.9,50006
123037107,124,16088,595.4,800.5,37.6,50004
123087122,133,16161,570.9,774.1,40.2,50015
123137141,136,16796,610.2,792.9,38.8,50019
123187148,162,18181,616.3,799.0,40.0,50007
123237172,144,17202,601.0,791.7,38.9,50024
123287195,164,18259,589.4,773.3,41.5,50023
123337224,142,17194,582.6,776.3,39.0,50029
123387228,133,16593,584.3,787.2,38.9,50004
123437229,168,17415,602.8,793.0,36.4,50001
123487249,154,17810,615.9,800.7,39.8,50020
123537258,139,16627,577.8,776.0,37.9,50009
123587268,165,18226,606.9,803.6,41.6,50010
123637276,152,17245,596.5,788.6,39.1,50008
123687306,165,17863,585.1,783.7,38.9,50030
123737319,138,17318,592.9,780.7,38.1,50013
123787343,144,17046,580.2,787.4,38.8,50024
123837356,133,16808,591.1,793.9,39.2,50013
123887380,161,18473,615.4,818.9,38.7,50024
123937409,137,17184,608.8,790.4,40.7,50029
123987410,156,18078,586.2,783.4,39.4,50001
124037418,144,16917,569.7,781.7,39.6,50008
124087433,149,16636,563.6,762.0,37.8,50015
124137435,124,16580,589.0,791.9,37.9,50002
124187450,169,18430,597.9,806.5,40.1,50015
124237473,130,16533,597.0,800.7,37.8,50023
124287494,166,17962,587.4,792.9,39.0,50021
124337519,158,17539,622.6,813.7,39.8,50025
124387543,137,17681,618.5,786.1,38.3,50024
124437557,131,16786,599.5,784.5,37.9,50014
124487574,150,17199,583.7,781.8,37.8,50017
124537597,130,16732,593.9,787.9,37.8,50023
124587618,153,17522,589.0,791.6,38.7,50021
124637631,162,18026,622.1,812.9,37.2,50013
124687637,145,17272,600.4,794.5,37.3,50006
124737651,155,16984,571.2,776.0,38.1,50014
124787660,146,17599,610.4,796.7,37.9,50009
124837662,120,16735,608.9,789.9,37.8,50002
124887675,157,17614,614.6,807.2,38.5,50013
124937702,130,16575,612.1,808.4,37.7,50027
124987704,132,16934,587.7,765.4,38.7,50002
125037729,142,17239,592.7,783.1,39.7,50025
125087743,139,17575,606.8,784.8,38.7,50014
125137750,150,17529,601.0,780.1,38.7,50007
125187775,153,17184,586.8,766.0,40.7,50025
125237783,152,17412,604.7,778.9,39.0,50008
125287799,161,17724,612.3,783.8,39.9,50016
125337826,131,16885,596.9,788.4,36.5,50027
125387836,131,16535,592.5,771.5,38.6,50010
125437839,131,16707,595.8,775.1,38.5,50003
125487854,117,16639,605.5,764.6,37.4,50015
125537857,170,18142,629.9,793.6,40.4,50003
125587880,115,16559,616.8,787.6,36.5,50023
125637901,159,17438,618.0,790.6,38.5,50021
125687903,143,17864,610.2,778.9,40.0,50002
125737905,152,17765,587.1,782.3,40.4,50002
125787917,146,17635,595.9,767.7,38.7,50012
125837942,138,18064,631.5,805.6,41.5,50025
