timesteps,goals,ball_touches,avg_ball_speed,avg_car_speed,avg_boost,steps
340872647,631,839,521.7,958.1,21.4,100008
340972649,629,876,538.0,960.3,21.6,100002
341072657,621,872,537.4,993.0,21.9,100008
341172661,661,856,542.6,970.7,22.2,100004
341272672,633,859,539.5,959.8,21.4,100011
341372672,646,859,545.6,964.4,22.0,100000
341472683,642,836,542.6,967.4,21.6,100011
341572690,607,836,540.7,964.9,21.7,100007
341672696,667,917,564.2,979.9,22.7,100006
341772713,581,815,510.5,943.6,21.2,100017
341872727,629,851,530.7,963.1,20.5,100014
341972745,641,847,540.5,981.5,21.1,100018
342072756,648,840,532.9,966.1,21.8,100011
342172760,648,883,555.6,977.1,21.1,100004
342272768,654,886,566.4,974.1,21.9,100008
342372771,606,815,514.9,958.3,21.4,100003
342472775,617,843,527.0,962.5,21.4,100004
342572776,617,822,529.0,961.2,21.6,100001
342672780,665,921,571.3,981.9,22.0,100004
342772790,621,858,526.1,964.4,21.3,100010
342872794,601,840,535.2,979.9,21.9,100004
342972809,633,885,550.6,978.3,22.0,100015
343072812,626,861,537.2,975.2,21.7,100003
343172813,626,831,521.3,975.1,22.3,100001
343272828,679,896,561.9,973.7,21.7,100015
343372841,629,846,537.2,952.7,21.1,100013
343472852,627,846,528.3,962.7,21.5,100011
343572866,624,859,530.9,973.5,22.2,100014
343672867,617,832,512.7,946.3,21.3,100001
343772884,586,829,519.2,960.8,21.1,100017
343872898,656,876,569.2,971.9,22.7,100014
343972901,610,822,525.8,954.7,20.9,100003
344072908,625,848,533.4,964.5,21.5,100007
344172910,606,838,525.4,962.3,21.8,100002
344272925,646,864,535.3,978.7,22.7,100015
344372941,593,826,511.1,940.6,20.6,100016
344472959,598,854,519.8,964.0,21.3,100018
344572969,677,884,556.5,975.7,21.9,100010
344672985,606,795,512.3,949.0,20.8,100016
344772995,660,888,543.8,985.8,22.1,100010
344873001,632,837,534.2,978.1,22.0,100006
344973011,660,879,548.9,979.1,21.8,100010
345073017,631,859,536.4,955.6,21.5,100006
345173019,619,885,556.2,958.2,21.0,100002
345273020,601,823,524.4,967.2,21.2,100001
345373024,637,861,539.2,961.0,21.3,100004
345473039,656,872,543.4,966.6,21.6,100015
345573052,613,816,513.7,959.0,22.2,100013
345673060,606,817,515.9,945.8,20.7,100008
345773062,653,855,538.0,968.4,21.9,100002
345873063,631,871,554.7,959.6,20.8,100001
345973078,589,812,523.1,965.0,22.0,100015
346073096,619,850,529.4,961.4,20.7,100018
346173107,644,843,530.6,973.3,22.1,100011
346273112,648,918,565.0,974.5,21.1,100005
346373117,630,842,542.5,966.0,21.9,100005
346473135,627,872,550.4,954.2,21.2,100018
346573137,676,890,557.2,981.1,21.9,100002
346673154,660,889,564.0,985.1,22.0,100017
346773166,658,877,552.6,974.3,21.9,100012
346873175,654,896,550.1,990.0,22.0,100009
346973193,607,815,519.7,970.7,22.0,100018
347073212,612,838,520.1,954.9,21.1,100019
347173226,659,880,562.2,974.2,22.6,100014
347273230,610,810,513.9,963.5,21.6,100004
347373247,610,834,527.7,954.5,21.4,100017
347473261,662,893,557.4,975.9,21.7,100014
347573272,652,859,523.0,959.6,21.2,100011
347673278,627,849,546.2,974.6,21.3,100006
347773291,610,840,524.5,944.9,20.7,100013
347873308,617,852,528.7,963.9,21.4,100017
347973313,658,880,556.1,972.4,21.3,100005
348073318,606,809,514.1,962.1,21.3,100005
348173335,606,812,530.1,956.7,20.5,100017
348273345,632,861,534.7,970.1,21.6,100010
348373354,621,830,524.7,960.2,21.3,100009
348473371,628,826,511.9,980.8,22.8,100017
348573375,612,832,527.5,963.2,22.1,100004
348673380,667,916,561.6,984.7,21.7,100005
348773388,653,862,550.8,982.2,21.8,100008
348873402,629,848,528.5,977.0,21.6,100014
348973421,653,864,551.7,973.8,22.2,100019
349073434,622,844,540.9,968.7,21.4,100013
349173438,629,819,530.6,949.1,21.4,100004
349273456,654,860,548.0,977.9,22.0,100018
349373466,687,893,563.0,985.5,21.5,100010
349473483,646,874,558.2,987.8,21.6,100017
349573497,657,880,551.2,980.1,21.1,100014
349673502,610,871,536.0,968.8,21.7,100005
349773513,564,804,493.9,953.1,21.3,100011
349873522,659,875,543.2,972.2,22.6,100009
349973527,633,861,549.4,989.7,22.4,100005
350073537,590,799,496.3,958.9,20.9,100010
350173545,627,841,522.3,966.6,21.5,100008
350273552,671,891,566.6,997.7,22.7,100007
350373562,674,915,563.6,981.0,23.0,100010
350473577,638,852,526.8,974.1,21.6,100015
350573595,707,953,595.9,991.8,22.8,100018
350673609,605,807,523.5,952.2,20.9,100014
350773613,637,878,548.2,960.2,22.4,100004
350873629,608,885,533.1,953.0,21.2,100016
350973641,624,847,525.2,973.3,21.6,100012
351073641,663,890,551.4,974.6,22.8,100000
351173660,642,882,546.9,965.1,21.6,100019
351273662,614,827,521.1,958.7,21.7,100002
351373672,640,880,535.9,953.8,22.1,100010
351473689,644,855,535.4,979.6,22.5,100017
351573699,622,823,522.7,962.7,21.4,100010
351673700,628,868,534.2,961.0,21.7,100001
351773714,616,835,531.0,960.6,21.5,100014
351873727,630,837,545.7,964.5,21.3,100013
351973732,660,885,555.5,984.5,22.4,100005
352073733,612,835,517.2,974.9,21.4,100001
352173747,618,842,531.7,962.6,21.5,100014
352273758,597,864,528.0,953.1,21.0,100011
352373761,663,892,560.3,964.5,21.6,100003
352473773,699,932,571.4,999.7,22.2,100012
352573784,629,851,527.9,965.2,21.6,100011
352673800,602,830,527.5,960.8,21.2,100016
352773812,592,799,495.7,947.6,21.1,100012
352873821,620,829,512.6,946.9,20.8,100009
352973835,680,901,565.5,970.7,21.8,100014
353073838,631,814,524.7,952.1,21.2,100003
353173852,661,889,550.2,997.6,22.3,100014
353273864,638,818,523.9,965.3,21.7,100012
353373871,649,878,552.5,977.5,21.2,100007
353473876,617,834,528.3,962.3,21.3,100005
353573884,645,847,531.6,965.7,21.9,100008
353673885,648,856,532.0,968.4,21.9,100001
353773900,633,850,535.3,962.6,21.5,100015
353873914,669,906,567.3,975.5,22.1,100014
353973919,623,852,530.1,967.3,21.0,100005
354073935,637,844,536.0,956.4,21.6,100016
354173936,611,846,518.6,950.5,21.5,100001
354273941,674,873,544.8,968.5,22.1,100005
354373951,667,917,560.4,958.6,21.8,100010
354473955,627,848,526.0,962.9,21.9,100004
354573962,625,852,535.9,973.3,22.7,100007
354673970,721,936,596.0,996.8,22.3,100008
354773983,642,873,530.5,986.1,22.5,100013
354873991,616,856,545.3,968.8,21.8,100008
354974002,606,782,510.0,958.8,21.5,100011
355074013,649,878,535.6,970.8,22.1,100011
355174019,609,823,517.4,959.8,21.6,100006
355274033,745,1000,627.9,1011.5,23.0,100014
355374049,632,870,538.8,955.0,21.7,100016
355474061,640,845,533.3,949.3,20.5,100012
355574080,655,902,562.0,988.3,22.4,100019
355674094,555,769,488.6,958.4,21.7,100014
355774095,625,838,527.6,980.8,22.0,100001
355874105,664,902,573.7,990.9,21.7,100010
355974117,614,823,534.2,967.1,20.8,100012
356074130,615,822,526.6,966.6,21.7,100013
356174133,650,867,537.4,975.3,22.3,100003
356274150,698,925,567.3,982.4,22.0,100017
356374153,657,907,560.9,987.2,21.9,100003
356474163,635,846,530.1,973.0,21.6,100010
356574181,622,814,515.3,957.0,22.1,100018
356674185,662,897,555.6,981.4,21.4,100004
356774190,624,839,518.2,952.6,20.5,100005
356874208,634,856,535.4,975.0,21.2,100018
356974222,633,880,533.9,965.6,22.0,100014
357074232,683,923,581.7,974.3,22.0,100010
357174242,668,881,557.4,994.0,22.0,100010
357274258,670,894,561.0,978.0,21.8,100016
357374270,626,813,520.0,981.8,21.0,100012
357474276,650,876,546.0,968.3,21.4,100006
357574277,641,862,542.3,975.4,22.0,100001
357674291,689,905,560.1,965.7,22.1,100014
357774305,669,865,542.5,983.2,21.4,100014
357874308,629,839,547.2,961.8,21.0,100003
357974317,631,824,521.2,951.2,21.5,100009
358074320,621,814,509.3,954.3,21.1,100003
358174320,638,841,526.8,960.4,21.7,100000
358274335,692,911,572.6,999.3,23.1,100015
358374346,608,831,520.0,951.5,21.7,100011
358474356,702,944,584.1,974.1,22.1,100010
358574359,631,855,545.4,969.1,21.6,100003
358674372,635,860,546.9,953.2,21.6,100013
358774384,672,890,558.3,963.2,22.4,100012
358874388,643,858,544.8,957.1,21.0,100004
358974394,689,893,549.0,970.6,22.3,100006
359074402,618,824,523.9,952.9,21.4,100008
359174414,633,879,524.9,963.9,22.3,100012
359274424,588,806,498.7,938.8,21.1,100010
359374443,638,837,538.8,966.0,22.0,100019
359474455,632,837,526.1,963.1,21.3,100012
359574459,652,875,545.5,963.6,21.7,100004
359674469,664,865,539.5,975.8,21.9,100010
359774481,581,783,501.8,945.0,21.0,100012
359874487,631,868,545.5,976.4,21.4,100006
359974491,626,836,530.0,962.3,20.7,100004
360074510,690,909,567.2,995.9,21.7,100019
360174510,678,897,566.4,969.9,22.0,100000
360274523,633,859,525.2,970.1,21.5,100013
360374532,666,896,565.2,984.0,22.2,100009
360474533,684,873,559.6,988.7,22.6,100001
360574540,609,858,536.3,970.3,21.8,100007
360674550,648,851,531.9,956.5,22.0,100010
360774558,621,854,518.5,941.8,20.9,100008
360874571,636,843,526.1,957.6,21.6,100013
360974576,609,804,497.0,947.3,21.7,100005
361074578,675,899,579.8,985.7,21.6,100002
361174594,629,826,524.3,959.0,21.3,100016
361274609,636,831,520.1,950.8,21.4,100015
361374610,656,875,543.8,976.5,22.0,100001
361474627,654,876,556.4,976.2,22.0,100017
361574640,678,908,565.2,977.3,22.3,100013
361674659,665,893,549.9,948.4,21.9,100019
361774667,664,881,549.0,979.6,22.5,100008
361874685,679,892,553.0,980.6,22.0,100018
361974698,683,912,568.5,983.6,21.8,100013
362074705,668,895,552.2,971.1,21.7,100007
362174709,607,809,518.5,958.7,21.8,100004
362274723,631,855,531.8,971.0,21.3,100014
362374728,642,850,527.0,959.5,20.8,100005
362474738,598,805,510.6,943.9,21.8,100010
362574754,660,906,568.2,969.8,21.8,100016
362674772,591,775,488.7,926.1,21.6,100018
362774782,677,875,549.9,970.2,21.9,100010
362874797,693,888,552.0,986.6,22.2,100015
362974800,623,841,516.6,953.8,20.6,100003
363074812,654,870,560.4,974.6,21.8,100012
363174829,637,858,538.9,965.3,22.2,100017
363274835,602,796,514.7,949.6,20.7,100006
363374843,684,917,558.1,988.1,22.1,100008
363474850,648,868,548.1,974.1,21.7,100007
363574857,658,872,558.2,969.5,21.4,100007
363674865,681,890,574.6,986.6,22.6,100008
363774866,645,863,545.4,966.5,21.3,100001
363874870,649,872,538.5,961.5,21.7,100004
363974878,674,927,560.2,978.8,22.0,100008
364074889,658,862,538.6,974.6,22.1,100011
364174905,659,860,530.4,982.1,22.2,100016
364274922,689,892,561.2,990.6,21.8,100017
364374941,652,860,541.3,972.0,22.2,100019
364474952,686,890,550.8,976.3,22.1,100011
364574965,664,867,552.1,972.8,22.3,100013
364674971,633,868,543.2,969.7,21.7,100006
364774974,628,822,521.8,967.8,21.7,100003
364874977,583,817,517.0,958.1,22.1,100003
364974995,627,851,540.9,969.1,21.4,100018
365075007,693,903,581.9,987.0,21.3,100012
365175016,622,817,523.3,949.9,21.9,100009
365275019,629,859,544.0,957.6,21.4,100003
365375035,649,849,534.8,978.3,22.3,100016
365475035,656,855,555.4,968.8,21.5,100000
365575036,628,838,534.3,955.8,21.2,100001
365675038,634,837,514.2,967.7,21.9,100002
365775046,648,847,534.7,970.4,22.0,100008
365875060,663,866,550.7,963.3,22.1,100014
365975065,679,900,551.7,985.4,22.0,100005
366075069,616,805,509.5,976.7,22.4,100004
366175070,666,848,537.9,971.0,21.7,100001
366275087,609,826,514.4,950.0,21.3,100017
366375097,612,811,523.8,960.8,21.4,100010
366475106,621,849,518.1,967.7,22.1,100009
366575106,648,871,543.2,956.6,22.0,100000
366675116,625,836,539.6,973.6,21.9,100010
366775133,650,845,543.2,971.5,22.8,100017
366875138,614,809,510.8,962.2,21.2,100005
366975152,637,841,532.1,979.5,22.0,100014
367075164,657,871,537.0,977.5,21.5,100012
367175179,663,887,547.0,981.0,22.7,100015
367275194,628,845,519.8,950.7,21.6,100015
367375202,652,858,550.4,971.1,21.6,100008
367475212,628,819,528.9,958.5,21.7,100010
367575227,636,829,528.3,950.5,20.6,100015
367675237,692,896,571.9,989.0,22.6,100010
367775255,612,801,513.6,945.3,21.4,100018
367875261,645,835,531.2,984.6,22.0,100006
367975265,682,905,570.6,969.0,22.9,100004
368075270,667,862,538.6,973.1,22.0,100005
368175286,648,826,522.0,960.8,21.7,100016
368275287,680,866,548.1,962.5,21.7,100001
368375290,626,834,520.5,955.7,22.1,100003
368475296,659,907,561.7,967.5,21.3,100006
368575302,602,802,515.5,957.5,21.4,100006
368675318,650,854,539.3,980.3,22.9,100016
368775325,664,892,558.1,964.9,22.1,100007
368875338,625,820,522.6,965.5,21.9,100013
368975355,686,903,562.6,971.1,22.2,100017
369075355,636,849,538.4,971.3,21.5,100000
369175366,617,849,525.3,965.6,22.3,100011
369275368,641,884,547.9,971.4,22.3,100002
369375384,670,893,556.1,966.3,21.9,100016
369475387,609,803,503.6,948.8,21.8,100003
369575392,644,853,536.0,965.9,22.4,100005
369675392,641,834,533.3,956.4,22.0,100000
369775401,628,845,530.1,961.6,21.5,100009
369875408,681,911,545.4,973.5,22.1,100007
369975425,610,814,516.2,954.7,21.8,100017
370075427,665,892,551.6,983.0,22.2,100002
370175431,668,898,557.2,952.6,21.4,100004
370275449,704,914,576.6,996.2,22.8,100018
370375463,668,882,544.0,964.9,21.3,100014
370475475,645,845,525.7,964.1,22.4,100012
370575483,670,866,541.9,976.3,22.2,100008
370675488,670,902,567.5,976.0,21.5,100005
370775505,663,880,555.4,965.8,21.9,100017
370875522,617,808,503.2,943.4,21.2,100017
370975539,607,797,502.7,951.7,21.7,100017
371075547,676,873,554.3,971.1,21.7,100008
371175558,579,799,516.8,934.6,20.8,100011
371275572,633,817,516.2,971.6,21.5,100014
371375580,662,891,559.6,976.9,22.4,100008
371475597,629,845,527.4,955.8,22.3,100017
371575605,642,885,550.4,971.7,21.8,100008
371675605,669,880,548.0,977.8,22.3,100000
371775616,663,860,535.1,966.4,21.9,100011
371875624,610,835,517.7,963.9,21.7,100008
371975635,609,842,527.3,964.1,21.3,100011
372075640,640,855,531.8,963.4,21.5,100005
372175654,690,915,549.6,984.3,22.4,100014
372275669,613,809,521.4,948.1,21.2,100015
372375671,588,772,494.6,944.5,21.4,100002
372475680,616,853,520.5,955.7,22.2,100009
372575696,668,894,564.5,976.4,21.9,100016
372675714,700,906,576.0,980.3,23.0,100018
372775715,612,857,521.2,956.4,21.9,100001
372875730,659,854,545.1,967.0,22.4,100015
372975734,632,845,535.8,975.0,21.5,100004
373075745,631,836,520.5,976.7,21.8,100011
373175757,651,852,527.2,967.8,22.2,100012
373275765,636,841,516.4,970.9,22.5,100008
373375765,654,868,528.6,948.4,21.4,100000
373475769,678,893,559.9,985.6,21.7,100004
373575784,683,914,560.1,996.5,22.5,100015
373675800,681,895,554.6,964.5,21.7,100016
373775814,644,843,536.0,966.4,22.1,100014
373875827,649,829,524.4,949.5,22.1,100013
373975843,663,861,546.5,980.7,21.5,100016
374075847,634,863,537.8,973.8,21.4,100004
374175861,660,864,543.8,972.8,22.3,100014
374275877,655,860,546.8,961.2,22.7,100016
374375877,615,845,522.4,949.6,22.3,100000
374475891,632,836,512.0,955.1,21.9,100014
374575902,664,885,545.7,971.6,22.5,100011
374675914,664,871,547.1,973.0,22.1,100012
374775923,648,849,543.0,983.5,23.1,100009
374875941,656,862,532.5,954.5,21.5,100018
374975941,643,850,527.6,963.6,21.4,100000
375075954,665,856,536.7,965.4,21.6,100013
375175964,643,854,540.8,967.1,21.6,100010
375275977,639,825,527.1,958.3,21.7,100013
375375995,680,857,553.4,989.1,23.0,100018
375476003,639,845,533.3,965.3,21.9,100008
375576011,659,879,549.5,977.6,22.1,100008
375676013,665,886,559.5,961.1,22.3,100002
375776019,726,965,585.7,1011.8,23.0,100006
375876026,605,792,509.2,937.5,20.9,100007
375976037,657,847,529.2,978.4,21.5,100011
376076049,692,966,580.4,980.8,22.1,100012
376176058,628,819,519.7,949.0,22.6,100009
376276066,639,846,525.8,950.6,21.5,100008
376376066,642,882,537.0,965.1,22.3,100000
376476075,626,843,519.8,950.6,21.6,100009
376576077,671,906,565.1,963.4,22.0,100002
376676080,623,842,513.3,952.3,21.9,100003
376776081,634,842,522.6,969.9,21.4,100001
376876087,620,819,516.1,959.0,22.0,100006
376976087,665,892,547.9,973.1,21.5,100000
377076090,680,883,554.6,982.7,21.8,100003
377176099,651,868,546.0,986.2,22.1,100009
377276099,658,846,528.1,968.9,22.4,100000
377376107,664,882,545.6,973.1,22.7,100008
377476107,666,876,539.1,971.5,21.8,100000
377576110,679,877,551.1,968.6,21.8,100003
377676122,619,813,520.4,948.5,21.5,100012
377776135,683,930,560.9,971.6,21.8,100013
377876147,661,825,517.6,968.6,22.4,100012
377976157,702,910,566.8,985.6,22.5,100010
378076174,656,871,548.1,973.3,22.0,100017
378176185,597,779,485.9,949.1,21.4,100011
378276191,661,886,553.1,977.7,22.1,100006
378376206,631,871,542.9,962.0,21.7,100015
378476218,677,885,557.1,978.3,22.2,100012
378576222,636,828,527.7,960.5,21.6,100004
378676228,649,841,531.0,963.8,21.5,100006
378776230,671,860,538.5,965.2,22.0,100002
378876239,713,930,577.8,984.9,22.0,100009
378976254,638,866,532.2,959.5,21.3,100015
379076264,637,862,546.7,957.3,21.8,100010
379176265,621,812,511.2,964.8,22.2,100001
379276272,638,853,528.8,961.4,22.0,100007
379376281,650,870,543.6,991.3,22.4,100009
379476295,607,847,522.1,954.3,21.5,100014
379576297,663,880,543.0,964.5,22.6,100002
379676306,646,891,545.8,958.2,21.9,100009
379776313,622,820,512.7,952.1,21.6,100007
379876322,694,941,589.0,986.7,22.0,100009
379976331,605,811,493.8,950.6,21.3,100009
380076343,624,858,541.6,959.8,22.0,100012
380176344,639,848,532.6,954.6,21.4,100001
380276351,652,863,541.7,976.0,21.4,100007
380376368,697,941,584.3,990.6,22.0,100017
380476372,670,870,557.7,971.7,21.7,100004
380576375,641,865,555.0,974.6,22.1,100003
380676378,649,855,530.2,955.0,22.1,100003
380776394,674,892,552.8,962.6,22.1,100016
380876404,660,865,563.2,969.0,21.0,100010
380976421,636,862,551.1,960.3,21.4,100017
381076439,628,857,531.1,963.7,21.1,100018
381176454,664,911,556.2,983.1,22.0,100015
381276460,691,898,557.1,983.5,22.6,100006
381376465,654,859,549.5,964.8,21.7,100005
381476474,629,850,523.9,955.9,21.8,100009
381576485,653,872,546.3,982.0,23.0,100011
381676490,675,868,544.4,981.4,22.3,100005
381776499,663,852,528.7,980.7,21.6,100009
381876508,693,882,576.6,981.5,22.5,100009
381976512,687,903,565.3,969.4,22.2,100004
382076513,679,898,561.5,973.1,22.4,100001
382176520,679,895,555.8,972.9,22.1,100007
382276538,657,884,552.0,967.4,21.5,100018
382376543,645,872,541.2,962.0,22.2,100005
382476545,648,836,537.2,953.3,21.9,100002
382576561,624,835,517.1,954.3,22.3,100016
382676580,682,876,548.0,967.2,22.0,100019
382776584,648,870,540.3,972.5,22.4,100004
382876589,692,886,554.2,961.7,21.3,100005
382976594,615,823,522.3,947.1,21.0,100005
383076594,597,781,495.8,942.2,21.6,100000
383176609,684,897,545.9,967.8,22.4,100015
383276628,700,901,584.5,968.7,21.6,100019
383376638,645,854,534.5,973.7,22.1,100010
383476640,613,819,512.0,939.2,21.4,100002
383576657,653,855,540.4,952.9,21.7,100017
383676670,637,826,517.9,957.2,21.6,100013
383776686,688,880,542.2,970.8,21.5,100016
383876704,651,889,550.4,970.7,22.1,100018
383976710,601,814,514.6,946.7,21.1,100006
384076719,700,910,575.7,977.8,22.8,100009
384176737,626,828,518.2,952.6,21.4,100018
384276750,618,814,522.3,943.7,21.4,100013
384376766,630,826,515.4,970.1,22.0,100016
384476782,689,920,563.7,981.0,23.1,100016
384576790,639,810,510.9,953.5,22.1,100008
384676790,696,946,558.1,980.5,23.1,100000
384776803,724,939,587.3,995.3,23.1,100013
384876811,684,901,560.1,965.5,21.2,100008
384976816,687,882,561.3,982.9,22.1,100005
385076834,635,840,530.9,962.4,22.1,100018
385176848,661,861,544.7,967.7,21.8,100014
385276859,646,892,541.5,981.2,21.5,100011
385376859,681,919,560.3,965.6,22.5,100000
385476866,650,841,536.7,955.8,21.6,100007
385576875,647,844,528.2,969.0,22.0,100009
385676892,588,796,498.7,942.1,21.5,100017
385776911,637,816,512.3,959.9,22.1,100019
385876921,656,852,537.4,962.1,22.0,100010
385976927,648,846,532.4,965.4,22.2,100006
386076941,629,841,519.9,947.9,21.7,100014
386176943,642,849,539.2,965.9,21.9,100002
386276944,692,899,562.9,974.6,22.0,100001
386376954,711,917,568.5,982.7,22.6,100010
386476955,655,866,529.6,948.1,21.2,100001
386576962,705,874,569.4,984.4,22.7,100007
386676978,685,884,554.7,978.2,21.8,100016
386776983,684,898,556.1,967.6,22.0,100005
386877001,650,859,536.4,956.6,21.8,100018
386977016,660,877,547.6,974.3,22.1,100015
387077029,680,914,553.3,947.8,20.9,100013
387177040,655,860,546.9,960.1,21.6,100011
387277053,641,871,544.0,957.5,21.7,100013
387377064,658,859,550.5,962.9,22.3,100011
387477071,704,901,567.0,973.5,22.2,100007
387577071,660,864,546.8,965.2,22.1,100000
387677084,650,852,527.2,951.9,21.5,100013
387777088,672,852,548.8,963.6,22.0,100004
387877095,639,846,521.9,950.7,22.4,100007
387977099,667,875,551.5,966.8,21.9,100004
388077115,631,832,515.2,967.2,22.3,100016
388177122,663,860,546.5,969.7,22.0,100007
388277134,668,852,535.4,967.3,21.8,100012
388377152,624,792,508.1,941.3,22.1,100018
388477152,632,830,518.2,949.9,22.0,100000
388577152,672,887,541.7,961.0,22.0,100000
388677166,679,861,554.4,969.0,21.5,100014
388777175,685,885,555.5,972.0,22.2,100009
388877179,645,848,538.5,960.7,21.8,100004
388977183,631,829,519.3,959.4,21.8,100004
389077186,693,917,559.6,965.4,22.0,100003
389177191,637,855,522.2,953.2,21.4,100005
389277209,671,877,559.0,950.5,22.2,100018
389377220,681,872,559.6,972.4,21.6,100011
389477229,664,847,542.4,977.7,22.3,100009
389577244,658,862,535.7,956.5,21.6,100015
389677255,683,902,557.4,972.8,22.6,100011
389777262,655,846,532.7,948.5,20.8,100007
389877280,695,916,572.7,982.1,21.5,100018
389977287,658,857,530.5,963.5,21.6,100007
390077295,647,863,530.9,958.4,22.3,100008
390177309,666,875,552.3,984.7,22.8,100014
390277317,638,842,540.3,952.4,21.5,100008
390377331,686,908,562.6,978.6,22.4,100014
390477333,689,891,558.2,988.8,22.1,100002
390577342,672,857,527.9,967.8,22.4,100009
390677347,614,795,492.5,943.6,20.7,100005
390777356,702,939,572.3,983.5,22.0,100009
390877359,691,913,573.2,975.7,22.4,100003
390977375,610,824,512.4,951.8,21.4,100016
391077376,725,921,579.5,982.5,23.1,100001
391177393,638,872,532.4,970.5,22.2,100017
391277397,657,856,535.5,958.5,22.2,100004
391377405,656,877,555.4,967.2,22.1,100008
391477419,646,850,533.1,950.4,21.3,100014
391577437,667,828,540.1,984.8,22.3,100018
391677454,659,872,538.1,964.5,22.5,100017
391777470,624,831,521.7,955.4,21.8,100016
391877472,651,859,535.4,953.9,20.8,100002
391977481,659,850,535.3,963.1,21.6,100009
392077492,727,954,575.6,1003.4,22.5,100011
392177509,639,817,507.6,942.0,21.4,100017
392277523,707,911,566.0,985.4,22.1,100014
392377526,626,815,523.5,947.3,21.7,100003
392477533,679,885,563.7,976.2,21.7,100007
392577534,653,856,539.7,985.9,21.8,100001
392677541,713,905,554.3,974.9,22.3,100007
392777555,664,863,536.2,963.3,21.3,100014
392877564,675,874,551.7,983.1,22.1,100009
392977567,637,842,516.0,963.4,21.9,100003
393077579,661,872,540.2,969.5,22.6,100012
393177587,664,878,539.8,959.3,22.9,100008
393277597,625,835,518.6,952.0,21.6,100010
393377616,702,922,570.7,988.4,22.9,100019
393477619,683,917,552.1,969.6,21.3,100003
393577626,637,843,537.7,947.9,21.9,100007
393677634,670,894,544.1,975.4,21.9,100008
393777651,657,844,520.5,951.6,22.0,100017
393877666,678,902,555.3,964.3,22.1,100015
393977668,694,908,553.3,973.0,23.1,100002
394077670,701,910,556.1,982.9,22.9,100002
394177670,631,850,537.2,975.0,22.2,100000
394277674,668,860,543.0,961.0,21.7,100004
394377678,644,837,533.9,970.9,22.4,100004
394477697,668,892,548.6,976.2,22.1,100019
394577711,674,900,548.3,973.1,22.8,100014
394677712,663,820,529.4,965.2,22.3,100001
394777715,652,849,540.3,964.2,21.7,100003
394877728,638,873,536.4,942.0,21.5,100013
394977743,625,804,511.7,946.5,21.6,100015
395077753,707,891,564.2,995.0,22.6,100010
395177766,633,842,513.5,937.6,21.9,100013
395277766,672,889,552.8,965.6,21.8,100000
395377778,661,867,539.5,972.0,21.7,100012
395477789,708,895,573.0,983.9,22.4,100011
395577803,694,920,576.2,980.3,22.5,100014
395677805,639,874,535.6,963.1,21.6,100002
395777812,642,859,521.3,954.3,21.2,100007
395877822,636,837,521.4,969.0,22.1,100010
395977832,718,931,586.5,991.8,21.8,100010
396077846,704,922,559.6,971.6,22.4,100014
396177849,653,864,542.5,958.0,21.6,100003
396277850,685,894,546.8,977.8,23.0,100001
396377867,706,928,572.1,984.5,22.5,100017
396477867,677,880,553.6,981.6,22.7,100000
396577868,671,902,556.9,972.2,22.0,100001
396677873,633,826,524.5,968.0,22.5,100005
396777878,659,861,548.1,977.8,21.8,100005
396877893,640,845,538.4,961.2,21.3,100015
396977896,694,879,547.1,988.9,23.2,100003
397077903,623,812,508.1,945.8,21.2,100007
397177903,640,855,529.2,958.4,21.9,100000
397277905,731,927,571.4,985.4,22.5,100002
397377918,635,864,513.0,964.7,22.3,100013
397477936,691,903,564.9,978.4,22.0,100018
397577945,647,875,544.5,972.5,22.0,100009
397677946,652,835,528.3,975.4,22.9,100001
397777948,639,882,540.7,963.5,21.9,100002
397877951,672,847,541.3,968.1,22.7,100003
397977957,667,857,525.8,974.6,22.8,100006
398077960,676,880,544.0,972.8,22.9,100003
398177962,714,935,573.2,985.6,22.3,100002
398277962,614,808,498.6,946.5,21.9,100000
398377972,659,848,532.8,967.2,22.2,100010
398477974,646,832,534.8,963.3,21.8,100002
398577976,704,918,565.8,973.2,22.0,100002
398677991,695,882,543.4,965.5,22.0,100015
398777996,703,889,560.0,997.5,22.6,100005
398877998,710,935,576.9,980.1,22.4,100002
398978002,641,830,520.6,959.9,22.7,100004
399078012,677,879,548.2,973.0,22.6,100010
399178016,633,832,510.8,952.0,21.1,100004
399278019,704,919,557.7,983.7,22.4,100003
399378020,642,814,521.2,939.9,21.1,100001
399478034,628,828,517.1,943.7,21.2,100014
399578047,677,878,556.4,974.9,21.8,100013
399678049,646,839,520.7,951.3,23.1,100002
399778066,674,879,533.3,956.3,21.6,100017
399878082,672,864,538.3,970.0,21.9,100016
399978087,670,867,548.7,968.1,21.8,100005
400078099,641,874,537.4,949.0,21.8,100012
400178101,678,878,547.7,965.2,22.1,100002
400278103,642,852,539.7,965.5,21.7,100002
400378116,699,874,549.9,968.3,22.3,100013
400478126,621,788,495.3,943.9,22.1,100010
400578131,693,919,563.6,972.8,21.7,100005
400678150,670,873,542.8,957.6,21.8,100019
400778150,684,881,543.5,963.6,22.4,100000
400878159,655,862,538.8,957.2,21.5,100009
400978165,646,838,526.1,967.7,22.5,100006
401078173,660,838,541.3,948.1,22.1,100008
401178181,647,840,524.0,961.0,21.6,100008
401278199,636,855,519.8,945.7,21.3,100018
401378209,609,796,500.3,944.0,21.9,100010
